id,description
46198,"Descohesión parlamentaria: ¿Cuál es el nivel de fraccionamiento de las bancadas en las votaciones en el pleno?-En setiembre, las dos de las únicas bancadas que mantenían votaciones en bloque al 100% en el pleno, terminaron fraccionándose: Alianza para el Progreso (APP) y Somos Perú. Con esto, las nueve bancadas parlamentarias registran al menos dos votaciones fraccionadas en lo que va del periodo 2020-2021. Además de que ya suman tres los legisladores que renunciaron a los grupos con los que fueron elegidos."
24095,"Felícita Tocto, de Somos Perú, será ponente de denuncia constitucional contra Pedro Chávarry-La congresista de Somos Perú Felícita Tocto fue designada como la ponente a cargo de elaborar el informe sobre la denuncia constitucional que presentó la fiscal de la Nación, Zoraida Ávalos, contra Pedro Chávarry por el caso Los Cuellos Blancos del Puerto."
653236,"Héctor Becerril: Subcomisión admitió segunda denuncia constitucional por tráfico de influencias-La Subcomisión de Acusaciones Constitucionales admitió como procedente la denuncia que presentó la fiscal de la Nación, Zoraida Ávalos, contra el exparlamentario de Fuerza Popular Héctor Becerril por el presunto delito de tráfico de influencias agravado."
960448,"Martín Vizcarra y Manuel Merino se reúnen hoy en Palacio de Gobierno-Luego del debate en el que se rechazó la moción de vacancia presidencial y tras un breve diálogo la semana pasada en la ceremonia por el Día de las Fuerzas Armadas, el presidente de la República, Martín Vizcarra, y el titular del Congreso, Manuel Merino de Lama, volverán a verse, esta vez en uno de los ambientes de Palacio de Gobierno."
645320,"Poder Judicial rechazó pedido de Tomás Gálvez para anular su impedimento de salida del país-El Poder Judicial declaró como improcedente el recurso que presentó el suspendido fiscal supremo Tomás Gálvez para declarar como nula la ampliación de su impedimento de salida del país como parte de las investigaciones en su contra por el caso Los Cuellos Blancos del Puerto."
508822,"Subcomisión de Acusaciones Constitucionales admitió denuncias contra congresista Edgar Alarcón-La Subcomisión de Acusaciones Constitucionales aprobó por mayoría declarar como procedentes las denuncias que presentó la fiscal de la Nación, Zoraida Ávalos, contra el legislador de Unión por el Perú (UPP) Edgar Alarcón, por presuntamente haber cometido irregularidades cuando era contralor general de la República."
712214,"Fact checking: Zoraida Ávalos y el momento para investigar al presidente Vizcarra-Día a día, autoridades y líderes de opinión son sometidos al escrutinio de El Comercio, a fin de conocer si lo que afirman es verdadero, falso o impreciso. En esta edición revisamos una declaración ofrecida por la fiscal de la Nación."
573295,"Elecciones 2021: Estas son las fechas por definir en el cronograma electoral que aún no se publica-El Jurado Nacional de Elecciones (JNE) espera hasta el último momento que el Congreso de la República pueda aprobar el proyecto de ley que modifica las fechas de inscripción de candidaturas y así poder realizar los comicios internos de los partidos a finales de diciembre próximo. Hoy se vence el plazo para se promulguen leyes con cambios en las reglas electorales que puedan aplicarse en el proceso electoral 2021."
828010,"Elecciones 2021: Así llegan los partidos a los comicios de abril-"
437505,"TC: ¿Garantiza objetividad el anteproyecto de reglamento para seleccionar a los candidatos?-Tribunal Constitucional | Mientras que en la primera etapa del concurso público de méritos los criterios para otorgar el puntaje son objetivos, la discrecionalidad se abre paso en la entrevista personal."
677097,"Edgar Alarcón: Informes recomiendan declarar procedente denuncias constitucionales en su contra-"
376424,"Keiko Fujimori y la naranja virtual, una crónica de Fernando Vivas-En recientes elecciones internas de Fuerza Popular se impuso el sector que quiso evitar la disolución del Congreso pasado. Keiko Fujimori aún no decide si será candidata."
268232,"Otra vez Andrés-"
31984,"No todo está perdido-"
270446,"Defensor del Pueblo: Ejecutivo y Legislativo deberían enfocarse en prevenir una segunda ola de coronavirus-El defensor del Pueblo, Walter Gutiérrez, aseguró que tanto el Poder Ejecutivo como el Congreso de la República deberían enfocarse en dialogar para lograr una agenda común que permita prevenir una segunda ola de contagios del nuevo coronavirus (COVID-19) y organizar un adecuado proceso de vacunación contra esta pandemia."
649264,"Elecciones 2021: Este lunes vence el plazo para aprobar normas electorales ¿Qué se logró y qué está pendiente?-"
335537,"Avanza País confirma inscripción de Hernando de Soto y Carlos Añaños-El partido político Avanza País confirmó este sábado la afiliación del economista Hernando de Soto y el empresario Carlos Añaños Jerí. En un comunicado, la agrupación compartió las fichas de inscripción de ambos y les agradeció que se sumen a su esfuerzo “para transformar el país”."
347503,"Consejo de Estado se reunirá este lunes por medidas contra el coronavirus-El presidente de la República, Martín Vizcarra, convocó este lunes a una reunión del Consejo de Estado a las 5 p.m., para exponer los detalles de la evolución de la pandemia por el coronavirus (COVID-19) y las medidas que se han tomado frente a la emergencia sanitaria."
369209,"Caso Richard Swing: presentan nueva moción para investigar audios-El congresista Javier Mendoza (Unión por el Perú) presentó la moción del día N°12202, para la conformación de una comisión investigadora multipartidaria, a fin de investigar el contenido de los audios que involucran al presidente Martín Vizcarra con el caso ‘Richard Swing’."
261008,"El Comercio y las elecciones 2021-"
729759,"JNE admite a trámite procedimiento sancionador contra el alcalde George Forsyth-"
139820,"Congreso: Subcomisión delegará este lunes denuncias contra Chávarry, Tomás y Becerril-La Subcomisión de Acusaciones Constitucionales del Congreso se reunirá este lunes a las 9 a.m. y delegará las denuncias constitucionales contra los suspendidos fiscales supremos Pedro Chávarry y Tomás Gálvez, así como contra el excongresista Héctor Becerril."
870151,"Elecciones 2021: magistrado del JNE resalta necesidad de dar incentivo económico a miembros de mesa-El magistrado del Jurado Nacional de Elecciones (JNE), Jorge Rodríguez, resaltó la necesidad de entregar un incentivo económico a los miembros de mesa de las próximas Elecciones Generales 2021, a fin de garantizar la instalación de las mesas de sufragio en el proceso electoral."
881271,"Comisión especial del TC estima elegir candidatos a magistrados en un plazo de 75 a 80 días-El presidente de la comisión especial del Congreso que seleccionará a los nuevos magistrados del Tribunal Constitucional (TC), Rolado Ruiz (Acción Popular), estimó que en un plazo de 75 a 80 días hábiles, se elegirá a los candidatos para este cargo que serán puestos a consideración del pleno para su designación."
797098,"Manuel Merino y la lampa maravillosa, una crónica de Fernando Vivas-El abuso del ‘voto de conciencia’ y el plan de vacancia, volvió a la bancada de Acción Popular la más impredecible. La historia reciente del partido, explica la veleidad."
864664,"Elecciones 2021: Daniel Mora se une al Frente Patriótico de Antauro Humala-El excandidato al Congreso del Partido Morado se unió a la agrupación dirigida por Antauro Humala y estará a cargo de elaborar el plan de gobierno con miras a las elecciones del 2021."
431563,"Familiares de Alan García no podrán transferir ni vender casa de Miraflores-Poder Judicial ratificó la orden contra la propiedad del expresidente Alan García y la retención de más de USD 840.000."
586096,"JNE: partidos políticos deben presentar hasta el 12 de octubre sus reglamentos electorales-Las agrupaciones que deseen participar en los comicios generales del 2021 deberán precisar el número de postulantes, la modalidad de inscripción y cómo se llevará a cabo la elección, entre otras cuestiones."
893219,"Indecopi declara ilegal exigir a los abogados constancia de habilitación para litigar-Señala que el Consejo Ejecutivo del Poder Judicial excedió sus funciones al ordenar que los abogados presenten una constancia de habilitación profesional del Colegio de Abogados para poder litigar."
52361,"Nombre del 2020: conoce las razones por las que se denominó “Año de la universalización de la salud”-Entérate por qué el presidente Martín Vizcarra eligió esta nomenclatura mediante decreto supremo y cuál es la importancia de utilizarla en documentos oficiales."
175854,"Richard Cisneros denunció a Daniel Urresti ante Ética por frases homofóbicas-El último 15 de setiembre, el congresista de Podemos Perú fue criticado por sus insinuaciones respecto al vínculo entre el mandatario Martín Vizcarra y ‘Richard Swing’."
476034,"César Hinostroza en audiencia virtual: “Pido, en nombre de Jesús, ser saciado por la justicia” [VIDEO]-Desde España, el ex juez supremo citó un texto bíblico al finalizar la audiencia donde, finalmente, se dejó al voto una apelación a su favor por el caso Los Cuellos Blancos del Puerto."
915473,"Presidente Martín Vizcarra se reunió con Manuel Merino en Palacio de Gobierno-Jefe de Gobierno y titular del Congreso trataron agenda en común sobre reactivación económica, salud, y demandas de las regiones."
828511,"Elecciones 2021: Juntos por el Perú sostiene que aún "está abierto a una línea convocante”-El presidente de la agrupación, Roberto Sánchez, contó que se mantienen “registrando afiliaciones" y aseguró que Yehude Simon “ya no forma parte de ninguna decisión o acción institucional”."
898372,"Edgar Alarcón niega coordinaciones con abogado de Karem Roca: “Tengo otras prioridades”-Asimismo, Alarcón Tejada reiteró que no renunciará a la Comisión de Fiscalización. “Estoy trabajando en base al reglamento del Congreso”, señaló."
26811,"Elecciones 2021: Nuevo Perú denuncia trato desigual en el JNE-La organización liderada por Verónika Mendoza señaló en un documento que la reforma política, lejos de ayudar a las nuevas opciones electorales, ha truncado la participación de nuevos líderes."
525123,"Fiscalía incluye al exasesor presidencial Óscar Vásquez en la investigación del caso Richard Swing-El Ministerio Público amplió la investigación preliminar por la presunta contratación irregular de Richard  Cisneros en el Ministerio de Cultura. Además, se recibirá la declaración testimonial de cuatro exministros de dicho sector."
998528,"Moisés Mamani: Acusaciones Constitucionales archivó denuncia contra fallecido excongresista-Denuncia constitucional por presunta falsedad genérica fue concluida y archivada debido a la muerte de Mamani Colquehuanca en el mes de agosto."
657968,"Combina no acepta pedido de Ética para conciliar con Cecilia García tras tildarlo de “lobista”-El congresista de APP César Combina se refirió sobre las dos acusaciones contra la parlamentaria de Podemos Perú por presunta apología al delito y vulneración a la vida, el cuerpo y la salud. Por ello, pidió celeridad a las investigaciones en la Comisión de Ética."
155591,"Juzgado dejó en libertad a miembros de organización criminal dedicada al tráfico de madera [VIDEO]-Una investigación de tres años había logrado capturar a integrantes de Los Hostiles de la Amazonía, banda conformada por fiscales, funcionarios de la Sunat y un comandante de la PNP."
897263,"Elecciones 2021: Marco Arana descarta alianza con Juntos por el Perú-El líder del Frente Amplio calificó de “inaceptable” plantear un proceso de unidad con organizaciones políticas donde sus lideres están involucrados en “violación de derechos humanos"."
862932,"Elecciones 2021: Pedro Cateriano confirma acercamiento con Todos por el Perú-Ex primer ministro señaló que hoy tomará una decisión respecto a participar como candidato en las elecciones 2021 con la agrupación Todos por el Perú."
370025,"Cecilia García habría postulado al Congreso con identidad alterna tras caso de agresión-La actual congresista de Podemos Perú fue denunciada en dos ocasiones con su antiguo nombre por presunta apología al delito y vulneración a la vida, el cuerpo y la salud."
990331,"Arequipa: Cáceres Llica afirma que en tres días decidirá su candidatura a la presidencia-El gobernador de Arequipa señaló que sigue recibiendo invitaciones de partidos políticos para ser candidato. Sobre los cuestionamientos de la contratación de Hugo Mendoza, contestó que lo retirará si persiste la denuncia en su contra."
207449,"Subcomisión de Acusaciones Constitucionales declara procedentes denuncias contra Edgar Alarcón-Grupo de trabajo parlamentario admitió los informes de calificación contra el excontralor por los delitos de enriquecimiento ilícito y peculado doloso por apropiación agravada."
455011,"Defensor del Pueblo: Ejecutivo y Legislativo deben enfocarse en prevenir segunda ola de la COVID-19-El titular de la Defensoría, Walter Gutiérrez, exhortó a ambos poderes del Estado a tener una agenda en común antes del proceso de vacunación contra el coronavirus."
335140,"Martín Vizcarra y Manuel Merino hoy buscarán limar asperezas-Encuentro posconflicto. Para Radzinsky, ambos llegan debilitados luego de la crisis política. Una hora después de la reunión habrá Consejo de Estado para abordar la pandemia."
303093,"AAR: “Los fiscales deben actuar con más rapidez para plantear acusaciones” [VIDEO]-En Claro y Directo, Augusto Álvarez Rodrich explicó los problemas que tienen los fiscales en casos como el de Peter Ferrari, Lava Jato y Los Cuellos Blancos que, pese a las investigaciones, no logran concretar acusaciones."
704806,"José Tello: “Se tienen que terminar las reformas políticas" [VIDEO]-José Tello, abogado experto en Derecho Electoral, habló sobre las nuevas reglas de juego para las elecciones del 2021 y la necesidad de trabajar en las reformas políticas inconclusas."
343076,"Pilar Mazzetti: “Todos queremos reactivación económica, pero con salud”-Ministra de Salud señaló que hay “un instante de calma relativa” respecto al decrecimiento en las cifras del coronavirus (COVID-19). Sin embargo, pidió a la población no bajar la guardia."
577033,"RMP sobre normas del Gobierno: “Son absurdas” [VIDEO]-En Sin guion, Rosa María Palacios analizó las nuevas medidas anunciadas por el gobierno de Martín Vizcarra a seis meses del estado de emergencia por el coronavirus."
250765,"Congreso: Frepap plantea universalizar servicio de internet en todo el país-La congresista María Teresa Céspedes presentó un proyecto de ley con el fin de establecer el servicio en todo el Perú, en especial en zonas rurales y de frontera."
587593,"Reforma electoral inconclusa con voto preferencial vigente-Balance. Para las elecciones del 2021 se aplicarán cambios, pero la eliminación del voto preferencial fue bloqueada por APP, Acción Popular, Fuerza Popular, Podemos Perú y UPP."
305479,"Investigan a Cecilia García por presunta falsificación de DNI-Pasado cuestionado. Siete parlamentarios de distintas bancadas presentan antecedentes de haber sido intervenidos policialmente o por denuncias por casos de violencia física o psicológica contra la mujer."
667198,"Edgar Alarcón más cerca de responder por graves denuncias-Hacia los tribunales. Grupo de Acusaciones Constitucionales del Congreso debe decidir hoy si respalda que se procese al legislador de UPP por delitos de enriquecimiento ilícito y peculado. En tanto, nuevos audios y chats refuerzan vinculación con Karem Roca y su exabogado."
413741,"Susel Paredes: “Yo siempre voy a querer ser presidenta del Perú”-La nueva militante del Partido Morado estimó que el Perú atravesará en 2021 unas elecciones donde se tendrá como adversarios al populismo y al autoritarismo."
844627,"Verónika Mendoza formaliza alianza con Juntos por el Perú-Inscripción. El viernes ingresaron al JNE ficha de afiliación, como parte de un acuerdo político, según informó el presidente de este partido, Roberto Sánchez."
669771,"Richard Swing no cumplió el 95% de los servicios contratados por el Ministerio de Cultura, según Fiscalía-Informes de la Fiscalía Anticorrupción refirieron que el cantante, incluso, mintió sobre la autoría de algunos proyectos. Por todos los servicios, aunque inconclusos, recibió un pago de S/ 175.000."
812481,"Elecciones 2021: Frente Amplio ratificó precandidatura presidencial de Marco Arana-El líder de la agrupación política cuenta con el respaldo de delegados de 16 provincias y espera ser “el primer presidente ecologista del país”."
983919,"Abogado de Karem Roca dijo ser quien elaboraba informe de Edgar Alarcón, según exasesor-Óscar Vásquez denunció penalmente a Fabio Noriega por haberle ofrecido dinero y terrenos si coordinaba acciones sobre caso Richard Swing."
677180,"Nuevos audios confirmarían que Karem Roca tenía un pacto con Edgar Alarcón-La exasistenta del mandatario Martín Vizcarra expresó lealtad a Alarcón por guardar la información que le brindó respecto al caso Richard Swing."
282426,"Cuellos Blancos: cuatro aspirantes a colaboradores eficaces en riesgo de retirarse-La reorganización del equipo investigador del caso, a cargo de la fiscal de la Nación, Zoraida Ávalos, habría generado inestabilidad en el proceso y sus protagonistas. Este caos podría obstruir el avance logrado."
618318,"Aglomeración y desorden tras visita de presidente Martín Vizcarra a Tacna [VIDEO]-Mandatario estuvo el sábado 26 de setiembre en la región fronteriza. En hospital COVID-19, el jefe de Estado accedió a tomarse selfies con personal de salud."
583843,"Defensa del general PNP Vildoso: “Estaba obligado por ley a firmar los contratos”-Abogado del exjefe de la Dirección de Aviación Policial, quien acaba de recibir 18 meses de prisión preventiva, afirma que los responsables de las compras son sus subalternos."
828126,"Mercedes Aráoz sobre Martín Vizcarra: “Debe ser juzgado después de su mandato”-La exvicepresidenta reveló pasajes de su relación amical con Martín Vizcarra. Además, tras casi un año de la disolución del Congreso, dijo que no juró como presidenta, sino que tomó “una encargatura”."
749198,"Aumentan pedidos para investigar audios que involucrarían a Martín Vizcarra-Hasta el momento, parlamentarios de distintas agrupaciones presentaron tres mociones para precisar imputaciones contra el mandatario Martín Vizcarra y funcionarios de Palacio de Gobierno."
186947,"Ministro del Interior, César Gentille, resalta prohibición de reuniones sociales en la playa [VIDEO]-El titular del Mininter recordó que veranear en el litoral aún no está permitido porque se violaría el distanciamiento social. Sin embargo, indicó que sí se puede realizar cualquier tipo de deporte en esta zona de manera individual."
943830,"Bancada FA: “Fase 4 de la reactivación económica pone en riesgo salud de los peruanos”-Lenin Checco, vocero de la bancada Frente Amplio, señaló que cuando se autorizaron las fases 1, 2 y 3, aumentaron los contagios y muertes por coronavirus (COVID-19)."
660634,"Una mano al pecho-La derecha afirma que las razones de la tragedia sanitaria –y económica– que estamos viviendo son la ineficiencia pública y la corrupción. ¿Son las únicas? Más aún, ¿qué factores llevaron a que ello sea así?"
964215,"Martín Vizcarra sobre reinicio del turismo: “Saldremos adelante con mayores incentivos”-El jefe de Estado resaltó al turismo como uno de los sectores más importantes que regresará con medidas de bioseguridad desde el 5 de octubre, en el marco de la fase 4 de reactivación económica."
51775,"Demandan al Estado peruano ante comité de la ONU por esterilizaciones forzadas-Es la primera vez que los casos de esterilizaciones forzadas se presentan ante el Comité para la eliminación de la discriminación contra la mujer (Cedaw) de la ONU."
289785,"Hernando de Soto y Avanza País coinciden en ideas, afirma presidente de la agrupación política-Pedro Cenas indicó además que su movimiento político “ha emergido de los ciudadanos de a pie”. Por otro lado, se dio a conocer que el empresario Carlos Añaños también se integra al partido."
545214,"Rolando Ruiz estima que elegirán candidatos para el TC en plazo de 75 a 80 días-El presidente de la Comisión Especial de selección de magistrados del Tribunal Constitucional mencionó que el proceso iniciará cuando el Congreso apruebe el reglamento de elección."
762823,"Fiscales reclaman a Rocío Sánchez por no entregar información-Piden más diligencia. En sendos informes a la fiscal de la Nación, Zoraida Ávalos, fiscales superiores y supremos a cargo del caso Los Cuellos Blancos del Puerto reportaron controversias con la fiscal provincial Rocío Sánchez que tiene bajo su custodia audios y declaraciones de colaboradores eficaces de los integrantes de la organización criminal."
362490,"Martín Benavides sobre deserción escolar: “200.000 estudiantes no están en el sistema”-Asimismo, el ministro de Educación afirmó que ya se está alistando el protocolo sanitario para las clases del 2021 y así evitar la transmisión del SARS-CoV-2 en las aulas."
147898,"Liga Contra el Cáncer: ¿cómo podemos colaborar este 2020 con la colecta pública?-<p>Esta colecta se realiza con el objetivo de seguir ayudando a las personas de pocos recursos que no pueden acceder a chequeos de prevención debido a su situación económica.</p>"
306629,"FIL Arequipa 2020: conoce las actividades que se llevan a cabo en el evento-<p>Conoce las actividades que se llevarán a cabo durante la Feria del Libro en Arequipa y también las ofertas que ofrecerán las librerías participantes durante el evento</p>"
460082,"Universitario vence 2-0 a Atlético Grau y se mantiene como líder de la Liga 1-<p>Con goles de Jonathan Dos Santos y Alejandro Hohberg, Universitario de Deportes se mantiene la punta a cinco fechas del final del Apertura.</p>"
666248,"La Libertad: 12 mil familias rurales mejoran ingresos con emprendimientos locales-<p>Programa del Midis ha fomentado el aumento de capacidades productivas, así como impulsar emprendimientos dentro del sector agropecuario y comercial.</p>"
497622,"Coronavirus en Perú: Gobierno amplía estado de emergencia hasta el 31 de octubre-<p>El presidente del Perú, Martín Vizcarra, comunicó que es muy probable que el estado de emergencia sea ampliado a lo largo del año para seguir combatiendo a la pandemia de la <span class="caps">COVID</span>-19.</p>"
456140,"Municipalidades y el Ministerio del Ambiente se unen para incentivar el reciclaje con monedas virtuales-<p>De esta forma se busca apoyar a las municipalidades y también incentivar a la población para que reciclen en sus hogares y así cuidemos el medio ambiente.</p>"
571626,"Gobierno aprueba proyecto para reestructurar sistema penitenciario-<p>El hacimiento, las pobres condiciones de vida, la falta de transparencia en el sistema penitenciario son los puntos a los que aspira reestructurar la norma.</p>"
423391,"Perú será parte de cinco grandes ensayos clínicos de vacunas contra la COVID-19-<p>El Ministerio de Salud (Minsa) anunció este jueves los ensayos del laboratorio anglo-sueco Oxford-AstraZeneca, el estadounidense Johnson &amp; Johnson, el alemán CureVac y el inglés Imperial College.</p>"
229007,"Coronavirus: ¿cómo reducir el riesgo de propagación en los espacios de trabajo?-<p>Las empresas cuyos colaboradores tienen que cumplir con sus funciones de forma presencial deben tomar medidas para evitar que ellos se contagien de <span class="caps">COVID</span>-19.</p>"
606821,"Cortometraje animado peruano es uno de los clasificados en festival internacional-<p>El cortometraje se llama Merenguito y cuenta la historia de la historia de un niño en forma de piñata que tiene que lidiar con el acoso escolar recibido por parte de sus compañeros.</p>"
496727,"Psoriasis infantil: presentan cuento ilustrado para sensibilizar sobre la enfermedad-<p>Esta publicación busca que las personas conozcan sobre la enfermedad y cómo afecta a la autoestima cuando la padecen los niños.</p>"
426448,"Ya puedes hacer tu denuncia policial de manera virtual-<p>Denuncia Policial Digital tendrá valor legal, sin fecha de caducidad y con atención las 24 horas del día desde cualquier dispositivo celular o computadora.</p>"
475161,"Coronavirus: ensayos clínicos favorecerán a Perú en obtención de vacuna-<p>Ministro de Relaciones Exteriores, Mario López Chávarry, aseguró que ensayos clínicos ayudarán a identificar la mejor vacuna para la población peruana.</p>"
218243,"Metro de Lima: Línea 2 retrasa entrega hasta 2024-<p>La Línea 2 es el megaproyecto que prometía ser la solución al tráfico de Lima, pero diversos problemas dificultan su construcción.</p>"
606174,"Realizarán evento virtual sobre las nuevas tendencias educativas para el aprendizaje del inglés-<p>Este es un encuentro internacional de consultores académicos y especialistas en las últimas tendencias de la enseñanza del inglés, el cual es una de las lenguas extranjeras con mayor demanda.</p>"
704601,"Elecciones 2021: candidatos podrán inscribirse hasta el 30 de setiembre-<p>George Forsyth y Roque Benavides confirmaron inscripción en Restauración Nacional y el Partido Aprista Peruano, respectivamente.</p>"
221972,"Perú es uno de los países con mayor desempleo debido al coronavirus, según OIT-<p>El estudio de la <span class="caps">OIT</span> señala que Latinoamérica ha sido la más afectada, en tanto que Perú es el caso más preocupante por su alta taza de contagios por coronavirus.</p>"
840706,"Coronavirus en Perú: lanzan alerta de posible segunda ola de COVID-19 tras situación en Europa-<p>En Perú, las autoridades están alertando sobre la llegada de una posible ola. El viceministro también indicó que la vacuna será gratuita.</p>"
853638,"Ya podrás viajar a estas provincias tras levantarse la cuarentena focalizada-<p>En total son 138 provincias en las cuales la lucha contra el coronavirus ha tenido mayores y mejores resultados.</p>"
893711,"Ministerio de Cultura amplía apoyo a actividades afectadas por coronavirus-<p>Ministerio de Cultura asegura haber apoyado a más de 4 mil trabajadores culturales que se vieron perjudicados a causa de la <span class="caps">COVID</span>-19.</p>"
935121,"Vacuna contra el coronavirus se aplicaría en Perú en primeros meses del 2021-<p>El titular de la <span class="caps">PCM</span>, Walter Martos, aseguró que el Gobierno quiere que la vacuna contra la <span class="caps">COVID</span>-19 sea gratuita para la mayoría de los peruanos.</p>"
389014,"Walter Martos asegura que fase 4 de reactivación económica iniciará en octubre-<p>Presidente de la <span class="caps">PCM</span>, Walter Martos, aseveró que la reactivación de la economía peruana va de la mano con la lucha contra el coronavirus.</p>"
128115,"Martín Vizcarra, presidente del Perú, pide que vacuna contra la COVID-19 sea un bien público global-<p>El número de contagios del <span class="caps">COVID</span>-19 en Perú ha superado los 768.000 este último fin de semana mientras que los fallecidos se acercan a los 32.000 decesos.</p>"
562651,"Perú accederá a más de 13 millones de dosis de vacuna contra la COVID-19 gracias a un acuerdo-<p>El Ministerio de Relaciones Exteriores señaló que este viernes se firmó un Acuerdo de Compromiso con la organización Alianza Mundial para las Vacunas (<span class="caps">GAVI</span>), en representación del Mecanismo de Acceso Mundial a las Vacunas contra la <span class="caps">COVID</span>-19 (Mecanismo <span class="caps">COVAX</span> Facility).</p>"
56380,"Organizaciones indígenas proponen proteger El Bosque Amazónico en las Cuencas Sagradas-<p>Lograr la protección de esta área frente a actividades industriales, como plantea la Iniciativa, significa garantizar los derechos territoriales de los pueblos y nacionalidades indígenas, mejorar sus condiciones de vida, priorizar áreas de conservación y regeneración.</p>"
708465,"Martín Vizcarra, presidente del Perú, afirma ante Congreso que su comportamiento siempre ha sido correcto-<p>El jefe de Estado acudió al pleno del Parlamento para dirigirse a los legisladores, antes de que debatan el pedido de destitución o vacancia presentado por incapacidad moral y que requiere 87 votos para ser aprobado.</p>"
